activity_id,lead_id,campaign_id,activity_type,activity_date,utm_source
8601,6046,56,Form Fill,2023-07-30T04:55:00,linkedin
8602,5022,153,Email Open,2023-07-18T16:35:00,
8603,5711,68,Content Download,2024-10-26T08:56:00,
8604,5646,106,Email Open,2024-09-17T12:03:00,
8605,2111,30,Ad Click,2023-11-29T16:32:00,linkedin
8606,5925,14,Ad Click,2024-09-07T10:35:00,facebook
8607,41,139,Ad Click,2022-08-09T03:22:00,direct
8608,7485,25,Content Download,2022-07-22T09:59:00,
8609,3302,62,Email Bounce,2020-05-05T00:12:00,
8610,1561,137,Ad Click,2023-07-28T15:08:00,twitter
8611,118,35,Form Fill,2024-07-08T10:01:00,linkedin
8612,2721,87,Page Visit,2024-06-25T15:34:00,referral
8613,6263,45,Email Open,2021-06-22T20:17:00,
8614,6773,124,Content Download,2024-11-16T23:33:00,
8615,5902,52,Ad Click,2024-03-27T09:31:00,
8616,6295,,Form Fill,2023-04-19T18:29:00,google
8617,6324,111,Form Fill,2022-10-25T01:06:00,linkedin
8618,6547,12,Email Open,2021-08-10T03:21:00,
8619,4412,43,Form Fill,2024-03-16T18:50:00,referral
8620,6138,108,Email Bounce,2023-03-02T16:13:00,
8621,645,,Unsubscribe,2023-09-28T23:40:00,
8622,3422,123,Email Open,2022-11-08T05:29:00,
8623,1163,28,Form Fill,2024-12-27T00:00:00,google
8624,5203,70,Content Download,2020-09-10T09:59:00,
8625,2865,144,Ad Click,2022-03-16T07:11:00,linkedin
8626,669,10,Form Fill,2021-01-30T14:17:00,direct
8627,497,36,Page Visit,2020-03-03T16:32:00,twitter
8628,3445,33,Content Download,2020-09-30T23:20:00,
8629,4825,54,Email Click,2022-12-27T04:53:00,
8630,7322,82,Email Open,2020-08-24T14:33:00,
8631,4636,153,Form Fill,2023-06-27T16:15:00,
8632,7970,24,Form Fill,2024-12-24T00:00:00,linkedin
8633,4628,133,Email Open,2020-02-17T11:15:00,
8634,5662,128,Form Fill,2024-07-29T22:06:00,twitter
8635,600,127,,2022-07-26T19:07:00,direct
8636,3743,1,Email Open,2022-10-16T02:51:00,
8637,488,66,Page Visit,2024-12-01T00:00:00,referral
8638,4897,190,Email Open,2024-10-23T13:28:00,
8639,1143,121,Email Open,2021-08-01T13:36:00,
8640,5734,128,Content Download,2024-08-20T06:31:00,
8641,2253,137,Content Download,2023-07-19T03:43:00,
8642,1040,73,Webinar Registration,2020-06-10T00:55:00,
8643,3729,113,Webinar Registration,2024-10-15T17:21:00,
8644,7436,130,Form Fill,2022-08-15T22:12:00,google
8645,1750,,Email Open,2021-12-17T01:05:00,
8646,3276,199,Webinar Registration,2024-09-02T10:19:00,
8647,2412,134,Email Click,2022-07-22T15:23:00,
8648,4906,108,Ad Click,2023-03-08T06:31:00,google
8649,570,100,Form Fill,2024-11-02T10:54:00,direct
8650,7194,111,Content Download,2022-09-24T22:49:00,
8651,7565,,Content Download,2024-09-26T23:17:00,
8652,5784,29,Page Visit,2022-05-28T16:42:00,linkedin
8653,7667,89,Form Fill,2020-04-12T00:49:00,referral
8654,4329,41,Content Download,2021-04-30T11:10:00,
8655,2235,102,Ad Click,2024-05-23T21:56:00,twitter
8656,7477,125,Ad Click,2024-04-11T23:44:00,twitter
8657,3485,84,Page Visit,2024-06-23T20:37:00,twitter
8658,2036,48,Ad Click,2024-05-16T09:35:00,facebook
8659,4423,184,Email Click,2021-07-31T12:02:00,
8660,1994,65,Webinar Attended,2024-12-02T22:00:00,
8661,981,10,Content Download,2021-01-27T01:15:00,
8662,4374,9,Page Visit,2022-10-07T06:05:00,twitter
8663,5129,156,Form Fill,2020-07-20T14:02:00,
8664,254,170,Content Download,2020-06-15T02:20:00,
8665,6392,184,Ad Click,2021-07-18T22:55:00,facebook
8666,735,4,Page Visit,2024-07-31T06:57:00,referral
8667,2026,107,Ad Click,2021-09-04T05:07:00,linkedin
8668,6399,111,,2022-10-19T07:09:00,
8669,2274,142,Email Click,2024-01-29T06:09:00,
8670,2164,87,Unsubscribe,2024-06-25T05:08:00,
8671,4901,27,Ad Click,2021-01-06T04:06:00,twitter
8672,7832,155,Page Visit,2024-10-01T09:48:00,facebook
8673,2780,123,,2022-09-01T00:48:00,facebook
8674,5829,94,Email Click,2022-02-13T10:22:00,
8675,829,117,Webinar Attended,2024-04-29T20:31:00,
8676,853,170,Unsubscribe,2020-05-12T17:47:00,
8677,2528,70,Email Click,2020-09-16T20:57:00,
8678,1142,46,Email Click,2023-07-03T17:29:00,
8679,814,,Email Click,2024-05-30T15:21:00,
8680,6744,121,Webinar Registration,2021-06-06T13:34:00,
8681,2687,161,Form Fill,2020-06-07T21:03:00,twitter
8682,190,54,Email Open,2022-12-08T10:26:00,
8683,5915,180,Content Download,2021-01-05T18:23:00,
8684,3441,110,Email Open,2022-03-17T19:34:00,
8685,1862,40,Email Bounce,2022-05-02T00:26:00,
8686,796,175,Webinar Attended,2021-11-16T20:10:00,
8687,6335,192,Page Visit,2021-02-22T03:41:00,direct
8688,4671,109,Form Fill,2020-05-18T22:49:00,direct
8689,1055,99,Form Fill,2020-03-22T12:29:00,linkedin
8690,4033,90,Webinar Attended,2024-02-23T22:31:00,
8691,2847,87,Content Download,2024-06-28T00:00:00,
8692,6223,79,Webinar Attended,2022-03-02T01:19:00,
8693,820,72,Unsubscribe,2022-01-29T05:11:00,
8694,7895,45,Email Open,2021-06-30T20:42:00,
8695,7541,89,Form Fill,2020-04-10T11:55:00,direct
8696,1398,39,Email Open,2022-11-16T13:26:00,
8697,3227,87,Email Click,2024-06-25T17:56:00,
8698,5372,7,Form Fill,2021-03-30T05:39:00,direct
8699,839,97,,2020-02-09T02:48:00,
8700,2850,188,Form Fill,2022-03-12T01:38:00,direct
8701,3859,34,Form Fill,2021-11-08T01:25:00,linkedin
8702,7517,,Ad Click,2024-12-16T00:00:00,facebook
8703,152,32,Form Fill,2024-07-20T18:19:00,twitter
8704,6442,25,Email Open,2022-07-24T23:43:00,
8705,5084,191,Webinar Registration,2024-07-17T01:48:00,
8706,7262,131,Email Open,2020-11-10T20:02:00,
8707,5903,57,Page Visit,2024-12-01T17:41:00,referral
8708,6868,171,Ad Click,2020-03-27T00:55:00,facebook
8709,3431,98,Webinar Registration,2020-10-19T14:11:00,
8710,6087,148,Form Fill,2022-02-27T01:48:00,facebook
8711,7105,44,Email Open,2022-12-27T11:53:00,
8712,411,193,Content Download,2022-09-02T07:58:00,
8713,7866,72,Email Click,2022-01-28T12:01:00,
8714,2667,60,Form Fill,2022-03-24T16:40:00,direct
8715,2104,50,Email Open,2023-05-08T02:23:00,
8716,1485,155,Form Fill,2024-10-05T20:09:00,
8717,1983,26,Form Fill,2020-07-21T07:15:00,direct
8718,4974,112,Email Open,2023-11-26T07:51:00,
8719,6554,181,Form Fill,2021-03-22T07:40:00,referral
8720,5577,109,Email Bounce,2020-05-19T22:41:00,
8721,1244,117,Ad Click,2024-06-24T00:28:00,direct
8722,1165,76,Form Fill,2021-03-13T03:57:00,referral
8723,6270,97,Content Download,2020-01-19T09:11:00,
8724,5828,93,Unsubscribe,2024-12-11T07:02:00,
8725,2857,124,Ad Click,2024-11-03T04:36:00,direct
8726,175,125,Email Click,2024-05-10T19:19:00,
8727,5840,9,Email Open,2022-10-09T14:49:00,
8728,1189,21,Ad Click,2024-09-17T16:44:00,twitter
8729,2701,86,,2023-09-08T17:46:00,
8730,580,191,Webinar Attended,2024-06-11T16:29:00,
8731,6038,104,Page Visit,2021-11-08T08:20:00,twitter
8732,346,150,Content Download,2023-06-25T13:50:00,
8733,37,120,Webinar Registration,2023-03-02T13:44:00,
8734,3132,72,Form Fill,2022-01-29T09:23:00,twitter
8735,416,82,Webinar Registration,2020-09-16T04:29:00,
8736,7297,39,Email Open,2022-11-09T03:46:00,
8737,6232,187,Webinar Attended,2020-08-12T07:28:00,
8738,3016,65,Page Visit,2024-12-17T00:00:00,
8739,4083,115,Email Open,2023-07-21T12:59:00,
8740,6733,11,Email Open,2023-06-08T02:15:00,
8741,1741,132,Content Download,2023-08-12T04:24:00,
8742,4490,57,Page Visit,2024-12-12T10:05:00,referral
8743,6744,168,Unsubscribe,2022-06-18T13:51:00,
8744,3266,61,Email Click,2024-07-15T07:59:00,
8745,6071,120,Form Fill,2023-02-13T22:59:00,google
8746,7502,177,Content Download,2024-01-11T08:05:00,
8747,2056,119,Form Fill,2020-03-23T16:19:00,direct
8748,1772,71,Form Fill,2024-03-05T02:24:00,linkedin
8749,793,170,Form Fill,2020-04-23T15:05:00,google
8750,3200,182,Content Download,2024-04-19T23:49:00,
8751,5583,165,Ad Click,2022-06-03T09:50:00,google
8752,984,196,,2021-08-18T22:42:00,
8753,3044,177,Page Visit,2023-12-22T01:40:00,referral
8754,1121,167,Email Open,2020-12-11T13:18:00,
8755,6549,123,Email Open,2022-08-31T10:25:00,
8756,6999,125,Email Click,2024-04-21T18:54:00,
8757,4422,38,Page Visit,2024-06-15T17:22:00,referral
8758,7122,185,Content Download,2021-09-13T04:28:00,
8759,6171,41,Page Visit,2021-04-23T03:31:00,facebook
8760,2557,39,Email Click,2022-11-13T09:06:00,
8761,7,105,Email Open,2020-09-14T18:28:00,
8762,6089,52,Ad Click,2024-03-22T13:13:00,direct
8763,5513,55,Email Click,2020-05-10T16:09:00,
8764,7000,93,Ad Click,2024-10-25T12:21:00,google
8765,266,75,Content Download,2023-08-29T06:34:00,
8766,2442,6,Content Download,2024-04-07T05:45:00,
8767,7262,79,Page Visit,2022-02-19T16:06:00,google
8768,5824,185,Email Open,2021-09-09T08:51:00,
8769,3181,195,Content Download,2023-11-16T09:24:00,
8770,307,112,Content Download,2023-11-19T00:03:00,
8771,7628,37,Page Visit,2024-12-09T18:27:00,google
8772,619,131,Ad Click,2021-01-12T20:02:00,direct
8773,6078,140,Email Open,2021-11-05T09:36:00,
8774,5945,184,Webinar Registration,2021-09-07T06:06:00,
8775,5284,41,Ad Click,2021-03-06T03:50:00,direct
8776,5405,87,Email Open,2024-06-16T04:05:00,
8777,3165,153,Form Fill,2023-05-24T02:12:00,
8778,6703,190,Email Click,2024-10-19T06:52:00,
8779,322,172,Email Bounce,2021-12-19T22:06:00,
8780,2142,65,Form Fill,2024-12-13T06:25:00,facebook
8781,6926,158,Email Open,2024-07-08T07:41:00,
8782,7070,174,Unsubscribe,2022-09-14T12:44:00,
8783,7855,76,Page Visit,2021-04-23T01:22:00,google
8784,182,128,Content Download,2024-07-10T03:35:00,
8785,4547,141,Email Click,2030-03-15T14:30:00,
8786,2088,188,Content Download,2022-02-24T13:28:00,
8787,5963,194,Page Visit,2020-06-21T09:44:00,
8788,5469,102,Email Bounce,2024-05-27T02:44:00,
8789,649,110,Form Fill,2030-03-15T14:30:00,google
8790,501,63,Email Open,2021-04-03T08:01:00,
8791,7031,47,Email Open,2022-04-21T20:20:00,
8792,914,186,Webinar Registration,2024-11-17T19:09:00,
8793,6598,168,Email Open,2022-07-03T00:27:00,
8794,5236,18,Content Download,2024-06-28T00:23:00,
8795,5881,172,Email Open,2021-12-11T03:47:00,
8796,7557,82,Form Fill,2020-09-06T07:38:00,referral
8797,3035,139,Ad Click,2022-07-07T18:08:00,facebook
8798,2950,190,Unsubscribe,2024-10-24T07:38:00,
8799,937,95,Email Click,2021-02-11T04:55:00,
8800,2171,33,Content Download,2020-10-07T03:18:00,
8801,4340,3,Email Open,2024-05-19T02:21:00,
8802,4065,31,Form Fill,2022-09-19T22:40:00,direct
8803,6782,93,Unsubscribe,2024-11-10T15:22:00,
8804,623,163,Email Click,2021-12-27T00:21:00,
8805,1855,141,Webinar Attended,2022-11-28T07:32:00,
8806,5811,20,Ad Click,2023-12-04T02:48:00,direct
8807,1560,169,Email Open,2024-01-06T07:11:00,
8808,3256,79,Ad Click,2022-02-16T00:31:00,twitter
8809,2527,19,Ad Click,2024-04-13T02:38:00,facebook
8810,3569,134,Page Visit,2030-03-15T14:30:00,direct
8811,3670,37,Page Visit,2024-11-02T10:32:00,facebook
8812,1527,151,Content Download,2021-07-29T07:15:00,
8813,1632,82,Form Fill,2020-09-08T17:49:00,linkedin
8814,7673,6,Ad Click,2024-02-01T19:25:00,facebook
8815,7390,136,Email Open,2024-07-15T17:49:00,
8816,3995,130,Webinar Attended,2022-07-18T13:02:00,
8817,7376,41,Form Fill,2021-03-18T12:28:00,twitter
8818,5896,29,Webinar Attended,2022-05-15T15:58:00,
8819,2290,19,Unsubscribe,2024-03-16T18:16:00,
8820,7027,140,Content Download,2021-11-12T18:43:00,
8821,5681,78,Form Fill,2023-04-19T06:08:00,google
8822,7909,149,Webinar Attended,2023-06-12T13:26:00,
8823,6564,153,Email Open,2023-06-10T03:33:00,
8824,196,8,Unsubscribe,2020-08-05T13:25:00,
8825,5969,110,Email Open,2022-02-24T13:21:00,
8826,628,39,Ad Click,2022-11-13T12:07:00,referral
8827,4177,72,Email Click,2022-01-29T18:38:00,
8828,158,116,Ad Click,2030-03-15T14:30:00,referral
8829,1530,137,Webinar Registration,2023-07-25T21:25:00,
8830,539,188,Page Visit,2022-03-08T14:12:00,linkedin
8831,5700,172,Form Fill,2021-12-20T20:44:00,linkedin
8832,2749,85,Email Open,2023-09-14T10:52:00,
8833,225,,Email Open,2030-03-15T14:30:00,
8834,7608,136,Form Fill,2024-07-15T19:07:00,linkedin
8835,3531,133,Email Open,2020-02-09T03:59:00,
8836,5421,55,Form Fill,2020-05-12T00:04:00,
8837,1006,,Email Click,2020-07-12T22:10:00,
8838,4558,53,Webinar Attended,2021-04-25T16:48:00,
8839,2373,46,Email Click,2023-06-18T21:28:00,
8840,2101,33,Email Open,2020-10-26T04:24:00,
8841,7521,170,Page Visit,2020-05-11T07:32:00,google
8842,6103,175,Email Open,2021-10-13T17:25:00,
8843,4372,,Email Open,2020-01-21T14:16:00,
8844,7164,161,Form Fill,2020-06-05T07:43:00,
8845,2185,125,Page Visit,2024-06-03T17:49:00,direct
8846,591,39,Page Visit,2022-11-12T11:57:00,direct
8847,1987,197,Form Fill,2021-07-22T12:24:00,direct
8848,4612,182,Email Open,2024-04-09T11:52:00,
8849,7488,137,Content Download,2023-07-19T02:07:00,
8850,5947,153,Page Visit,2023-07-17T05:01:00,linkedin
8851,3831,92,Email Open,2024-03-15T10:55:00,
8852,4086,84,Form Fill,2024-06-04T07:27:00,google
8853,7150,69,Ad Click,2023-04-13T13:36:00,linkedin
8854,4454,26,Form Fill,2030-03-15T14:30:00,direct
8855,2978,165,Webinar Attended,2022-05-13T11:00:00,
8856,7928,84,Email Click,2024-05-26T15:57:00,
8857,1675,169,Webinar Registration,2024-01-14T00:30:00,
8858,2379,167,Email Bounce,2020-12-01T10:39:00,
8859,6200,156,Email Open,2020-07-05T23:07:00,
8860,1342,72,Email Click,2022-01-26T00:48:00,
8861,1982,,Page Visit,2024-03-23T22:28:00,linkedin
8862,6321,146,Email Open,2022-08-10T07:24:00,
8863,6715,88,Email Bounce,2021-06-27T18:13:00,
8864,7248,183,Email Open,2024-04-16T21:50:00,
8865,2020,149,Page Visit,2023-04-27T21:59:00,google
8866,1727,183,Email Open,2024-04-09T17:47:00,
8867,3949,116,,2021-10-05T04:32:00,
8868,3960,107,Ad Click,2021-09-21T16:40:00,facebook
8869,3081,88,Email Open,2021-07-03T10:16:00,
8870,624,191,Email Open,2024-06-20T10:54:00,
8871,880,,Webinar Registration,2020-12-25T05:20:00,
8872,1511,93,Ad Click,2024-11-09T23:06:00,
8873,67,191,Form Fill,2024-07-05T10:00:00,referral
8874,6830,34,Form Fill,2021-11-15T17:47:00,referral
8875,7173,,Email Open,2023-06-13T20:24:00,
8876,3430,153,Email Open,2023-07-26T01:25:00,
8877,4732,98,,2020-09-26T10:44:00,
8878,561,,Content Download,2021-04-08T03:46:00,
8879,6517,167,Webinar Registration,2020-12-10T05:31:00,
8880,6393,194,Form Fill,2020-06-19T02:43:00,direct
8881,3459,115,Content Download,2023-07-23T07:06:00,
8882,4097,76,Email Open,2021-06-05T16:27:00,
8883,5108,104,Webinar Attended,2022-02-04T00:15:00,
8884,4712,127,Email Open,2022-07-30T10:47:00,
8885,6633,135,Webinar Registration,2023-11-15T04:17:00,
8886,6944,118,Form Fill,2024-12-10T20:00:00,linkedin
8887,696,77,Email Click,2020-03-27T03:55:00,
8888,6039,139,Page Visit,2022-08-10T10:48:00,direct
8889,2727,95,Ad Click,2021-04-12T05:17:00,
8890,2740,42,Content Download,2023-10-06T04:03:00,
8891,6017,44,Form Fill,2023-01-21T22:00:00,referral
8892,3213,115,Email Click,2023-07-22T22:24:00,
8893,5218,21,Email Click,2024-09-17T14:03:00,
8894,2727,81,Email Open,2024-07-04T05:38:00,
8895,3690,191,Page Visit,2024-07-27T21:12:00,referral
8896,558,92,Webinar Attended,2024-03-21T21:11:00,
8897,4889,129,Page Visit,2023-09-17T01:25:00,direct
8898,2248,144,Content Download,2022-03-13T00:23:00,
8899,6332,182,Email Open,2024-06-11T23:29:00,
8900,1584,157,Email Open,2024-01-15T08:22:00,
8901,3905,96,Webinar Registration,2024-08-31T22:13:00,
8902,3534,115,Content Download,2023-07-22T07:54:00,
8903,2852,131,Email Click,2021-02-08T12:00:00,
8904,5500,58,Form Fill,2023-05-29T22:44:00,google
8905,7491,,Email Bounce,2024-06-26T02:17:00,
8906,191,4,Ad Click,2024-07-14T16:12:00,google
8907,5685,65,Email Open,2024-11-22T21:46:00,
8908,2506,195,Email Open,2024-01-06T08:48:00,
8909,1957,65,Email Open,2024-11-22T04:27:00,
8910,7907,81,Webinar Attended,2024-06-07T15:01:00,
8911,6070,30,Page Visit,2023-11-12T13:10:00,linkedin
8912,3419,2,Content Download,2021-12-29T00:41:00,
8913,7677,124,Webinar Attended,2024-12-12T16:12:00,
8914,2711,45,Content Download,2021-06-24T12:23:00,
8915,7412,47,Content Download,2022-05-18T06:07:00,
8916,3391,137,Email Bounce,2023-07-29T08:15:00,
8917,2539,52,Email Open,2024-02-28T12:31:00,
8918,1739,159,Form Fill,2020-09-18T01:12:00,direct
8919,2547,144,Email Open,2022-03-14T21:30:00,
8920,2937,111,Ad Click,2022-09-22T21:16:00,linkedin
8921,1243,173,Email Bounce,2024-11-02T10:17:00,
8922,7199,71,Email Click,2024-02-26T19:11:00,
8923,3252,196,Form Fill,2021-10-03T15:47:00,google
8924,2566,111,Page Visit,2022-09-14T19:08:00,
8925,5540,90,Email Bounce,2024-02-24T03:05:00,
8926,6413,101,Ad Click,2023-08-06T23:14:00,referral
8927,1243,31,Webinar Registration,2022-09-11T11:54:00,
8928,7436,36,Email Bounce,2020-03-10T23:10:00,
8929,2406,33,Webinar Attended,2020-10-03T02:07:00,
8930,7588,60,Content Download,2022-03-28T00:37:00,
8931,6722,62,Email Open,2020-05-15T00:37:00,
8932,310,70,Form Fill,2020-10-02T18:31:00,direct
8933,502,70,Form Fill,2020-10-01T16:24:00,google
8934,4228,150,,2023-06-26T03:44:00,direct
8935,652,51,Page Visit,2021-10-15T23:19:00,facebook
8936,6619,134,Webinar Attended,2022-07-13T16:30:00,
8937,1261,97,Content Download,2020-01-22T01:59:00,
8938,709,98,,2020-12-08T05:27:00,
8939,5236,200,Ad Click,2022-09-29T09:48:00,referral
8940,4624,184,Form Fill,2021-09-12T19:54:00,google
8941,6791,112,Email Open,2023-12-12T11:22:00,
8942,7,200,Ad Click,2022-10-04T18:16:00,direct
8943,289,42,Page Visit,2023-10-24T04:30:00,referral
8944,6356,75,Email Open,2023-08-23T02:35:00,
8945,4939,174,Webinar Attended,2022-09-20T05:59:00,
8946,7503,58,Form Fill,2023-05-19T21:15:00,twitter
8947,2993,82,Content Download,2020-08-25T09:06:00,
8948,4075,178,Email Bounce,2023-09-23T15:45:00,
8949,980,44,Form Fill,2022-12-22T08:42:00,twitter
8950,4931,110,Email Click,2022-03-21T13:06:00,
8951,6235,10,Unsubscribe,2021-02-03T15:27:00,
8952,1080,123,Content Download,2022-10-13T10:36:00,
8953,2372,50,Page Visit,2023-03-17T21:16:00,
8954,3707,65,Webinar Registration,2024-12-11T00:00:00,
8955,7437,77,Content Download,2020-03-28T21:53:00,
8956,5059,95,Email Open,2021-02-14T02:01:00,
8957,7500,145,Page Visit,2023-07-15T06:14:00,direct
8958,2086,154,Form Fill,2023-11-12T17:44:00,direct
8959,7756,167,Ad Click,2020-12-08T13:54:00,referral
8960,7855,183,Form Fill,2030-03-15T14:30:00,twitter
8961,6493,85,,2023-08-17T08:53:00,direct
8962,3427,69,Form Fill,2023-03-30T23:28:00,referral
8963,7190,6,Ad Click,2024-03-16T03:18:00,referral
8964,2166,46,Webinar Registration,2023-05-20T22:27:00,
8965,4526,57,Email Open,2024-11-21T20:47:00,
8966,7744,73,Email Open,2020-06-11T02:02:00,
8967,6639,188,Ad Click,2022-02-22T01:55:00,linkedin
8968,1088,74,Email Click,2021-05-05T16:45:00,
8969,7090,108,Content Download,2023-03-22T14:51:00,
8970,4208,132,Ad Click,2023-09-06T08:10:00,linkedin
8971,76,158,,2024-07-12T17:20:00,
8972,6183,46,Webinar Registration,2023-06-27T14:26:00,
8973,1741,76,Email Open,2021-05-07T18:59:00,
8974,437,60,Email Bounce,2022-03-24T00:14:00,
8975,645,195,Form Fill,2023-12-19T14:17:00,linkedin
8976,4636,3,Email Open,2024-06-22T15:19:00,
8977,1642,,Content Download,2023-11-17T21:21:00,
8978,5830,91,Ad Click,2022-12-24T23:21:00,google
8979,2339,81,,2024-06-09T11:05:00,
8980,7272,96,Page Visit,2024-09-04T18:21:00,google
8981,3244,57,Content Download,2024-11-27T10:45:00,
8982,628,175,Email Open,2021-11-11T14:23:00,
8983,6810,122,Webinar Attended,2021-11-21T17:21:00,
8984,2437,33,Email Click,2020-11-11T10:06:00,
8985,2783,19,Content Download,2024-04-12T16:40:00,
8986,6150,152,Email Open,2023-02-01T19:10:00,
8987,6573,129,Email Click,2023-10-28T22:38:00,
8988,4325,155,Page Visit,2024-10-06T00:31:00,
8989,5050,163,Ad Click,2022-02-21T08:13:00,
8990,5684,28,Email Click,2024-12-02T00:00:00,
8991,6974,140,Form Fill,2021-09-01T01:48:00,twitter
8992,5923,162,Form Fill,2020-11-25T22:22:00,referral
8993,4952,83,Email Click,2023-05-22T07:01:00,
8994,2299,155,Ad Click,2024-09-28T10:40:00,linkedin
8995,3363,13,Email Open,2024-08-09T17:23:00,
8996,210,73,Webinar Attended,2020-06-21T19:33:00,
8997,4203,136,Email Open,2024-07-12T17:20:00,
8998,3245,35,Email Open,2024-06-16T08:06:00,
8999,4346,109,Ad Click,2020-05-22T02:44:00,twitter
9000,624,,Email Open,2021-01-24T11:55:00,
9001,2212,40,Content Download,2022-04-13T23:40:00,
9002,7150,116,Form Fill,2021-08-28T16:17:00,twitter
9003,7019,17,Email Open,2020-12-13T02:20:00,
9004,3131,77,Webinar Attended,2020-04-03T21:00:00,
9005,7679,109,Page Visit,2020-05-30T01:14:00,facebook
9006,2298,108,Webinar Registration,2023-02-17T07:22:00,
9007,3426,109,Page Visit,2020-05-20T15:03:00,referral
9008,2498,,Content Download,2024-02-03T20:52:00,
9009,4167,176,Ad Click,2023-01-29T23:33:00,google
9010,5295,137,Form Fill,2023-07-17T17:32:00,google
9011,1062,35,Unsubscribe,2024-07-09T22:19:00,
9012,2313,49,Page Visit,2022-08-08T02:45:00,linkedin
9013,2782,162,Page Visit,2020-10-21T02:48:00,google
9014,6534,129,Form Fill,2023-09-23T05:12:00,direct
9015,165,152,Content Download,2023-02-15T22:05:00,
9016,64,129,Form Fill,2023-10-14T01:59:00,referral
9017,5841,17,Page Visit,2020-11-25T14:57:00,facebook
9018,242,132,Webinar Attended,2023-08-13T09:22:00,
9019,7578,17,Email Click,2020-12-18T21:46:00,
9020,1665,2,Email Bounce,2022-01-09T10:08:00,
9021,2563,139,Page Visit,2022-07-31T23:55:00,referral
9022,1043,,Email Click,2020-05-30T22:37:00,
9023,5491,154,Email Open,2023-12-05T20:37:00,
9024,3775,7,Email Open,2021-03-30T05:15:00,
9025,2288,190,Form Fill,2024-10-29T03:59:00,twitter
9026,3728,169,Email Open,2024-02-05T21:04:00,
9027,4382,54,Ad Click,2022-12-20T04:22:00,twitter
9028,7821,115,Webinar Registration,2023-07-21T11:17:00,
9029,7690,141,Email Open,2022-11-23T07:56:00,
9030,2047,137,Email Open,2023-07-26T01:49:00,
9031,573,176,Webinar Attended,2023-01-18T07:50:00,
9032,2605,32,Content Download,2024-07-20T13:45:00,
9033,925,95,Form Fill,2021-04-29T11:36:00,facebook
9034,5684,10,,2021-01-12T01:13:00,
9035,2248,24,Email Open,2024-12-26T00:00:00,
9036,6129,82,Email Click,2020-08-18T07:50:00,
9037,3781,199,Content Download,2024-08-19T21:05:00,
9038,1424,191,Form Fill,2024-09-04T11:05:00,referral
9039,6177,185,Email Click,2021-09-06T20:42:00,
9040,4013,120,Form Fill,2023-03-04T23:58:00,
9041,3612,152,Page Visit,2023-01-24T03:42:00,direct
9042,5014,159,Content Download,2020-10-15T14:02:00,
9043,962,62,Form Fill,2020-05-11T05:47:00,referral
9044,466,118,Webinar Attended,2024-12-21T00:00:00,
9045,147,59,Email Click,2020-04-08T22:56:00,
9046,1100,16,Ad Click,2021-11-27T06:36:00,twitter
9047,3645,14,Form Fill,2024-09-06T10:54:00,twitter
9048,7597,4,Email Open,2024-07-04T05:29:00,
9049,2528,147,Form Fill,2021-12-08T21:14:00,facebook
9050,5349,26,Email Open,2020-07-21T15:38:00,
9051,7826,153,Email Bounce,2023-05-26T02:12:00,
9052,6069,,Ad Click,2021-06-14T14:50:00,facebook
9053,3837,109,Form Fill,2020-05-20T05:33:00,referral
9054,6714,160,Ad Click,2021-04-26T00:30:00,direct
9055,4517,161,Email Open,2020-05-31T08:13:00,
9056,568,74,Page Visit,2021-06-05T02:16:00,
9057,7269,103,Form Fill,2024-03-18T07:45:00,
9058,986,141,Form Fill,2022-09-29T02:59:00,direct
9059,1240,167,Form Fill,2020-12-06T12:57:00,twitter
9060,2009,89,Email Open,2020-04-12T20:35:00,
9061,7333,108,Email Bounce,2023-03-24T16:50:00,
9062,1737,25,Content Download,2022-07-22T19:43:00,
9063,7443,150,Content Download,2023-06-10T22:00:00,
9064,1893,159,Email Open,2020-10-16T10:41:00,
9065,5576,67,Form Fill,2024-03-22T04:56:00,linkedin
9066,6634,19,Form Fill,2024-04-01T05:54:00,twitter
9067,354,49,Email Open,2022-08-12T11:37:00,
9068,6932,63,Webinar Registration,2021-03-23T12:35:00,
9069,4119,26,Page Visit,2020-07-17T11:59:00,google
9070,4359,158,Email Open,2024-06-11T08:07:00,
9071,2113,6,Email Click,2024-02-17T05:00:00,
9072,3162,15,Webinar Registration,2022-04-12T18:04:00,
9073,2400,30,Ad Click,2023-09-20T20:33:00,google
9074,4124,23,Email Open,2021-06-19T09:07:00,
9075,4290,26,Email Open,2020-07-13T01:24:00,
9076,7837,46,Email Open,2023-07-05T17:19:00,
9077,2992,186,Form Fill,2024-12-07T00:00:00,referral
9078,4809,119,Webinar Registration,2020-03-31T20:32:00,
9079,1460,68,Webinar Registration,2024-09-30T23:46:00,
9080,4895,139,Form Fill,2022-06-25T19:20:00,
9081,4137,43,Email Bounce,2030-03-15T14:30:00,
9082,5062,98,Webinar Registration,2020-09-11T23:50:00,
9083,3646,142,Content Download,2024-01-24T01:46:00,
9084,5121,168,Webinar Attended,2022-05-17T00:08:00,
9085,2324,71,Email Open,2024-02-27T01:33:00,
9086,3337,120,Form Fill,2023-03-10T13:37:00,facebook
9087,6144,3,Form Fill,2024-05-07T03:43:00,facebook
9088,2456,,Page Visit,2024-03-26T05:02:00,facebook
9089,5481,9,Email Open,2022-09-30T07:41:00,
9090,451,5,Email Open,2023-06-13T13:16:00,
9091,2333,112,Webinar Attended,2030-03-15T14:30:00,
