lead_id,record_type,issue_type,field_name,severity,recommended_action,issue_detail
492,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
493,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
495,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
496,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
497,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
498,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
499,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
500,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
501,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
502,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
503,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
505,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
506,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
507,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
508,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
510,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
511,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
513,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
514,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
515,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
516,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
517,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
518,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
519,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
520,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
522,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
523,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
524,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
525,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
527,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
528,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
529,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
530,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
531,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Format possible mais numéro non validé
532,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
533,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
534,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
535,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
537,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
538,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
539,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
540,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Format possible mais numéro non validé
543,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
544,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
546,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
547,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
548,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
549,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
550,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
552,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
553,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
554,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
555,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
556,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
558,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
559,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
560,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
561,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Format possible mais numéro non validé
562,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
563,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
564,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
565,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
566,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
567,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
568,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
569,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
570,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
571,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
572,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
574,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
575,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
576,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
578,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
579,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
581,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
582,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
584,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
585,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
586,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
587,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
588,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
589,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
590,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
593,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
594,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
595,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
596,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
597,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
599,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
600,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
601,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
603,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Format possible mais numéro non validé
604,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
605,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
607,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
608,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
609,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
610,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
611,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Format possible mais numéro non validé
612,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
614,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
615,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
618,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
619,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
620,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
621,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
622,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
623,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
626,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
627,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
628,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
629,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
630,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
631,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
632,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Format possible mais numéro non validé
634,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
635,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Format possible mais numéro non validé
637,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
638,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
639,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
641,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
642,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
644,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
645,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
646,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
647,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Format possible mais numéro non validé
648,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
649,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
650,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
651,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
652,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
653,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
654,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
655,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
656,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
657,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
659,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
660,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
661,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Format possible mais numéro non validé
662,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
663,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
664,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Format possible mais numéro non validé
665,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Format possible mais numéro non validé
666,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
667,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
668,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
669,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
670,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Format possible mais numéro non validé
671,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
672,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
673,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
674,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
675,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
676,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
677,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
678,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
679,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
680,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
681,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
683,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
684,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
685,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
686,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
689,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
690,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
691,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Format possible mais numéro non validé
692,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
693,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
695,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
696,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
697,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Format possible mais numéro non validé
699,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
700,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
702,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
703,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
704,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
705,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
706,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
707,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
708,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
709,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
710,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
711,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
712,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
713,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
714,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
716,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
717,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
718,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
719,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
720,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
721,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
722,lead,Téléphone invalide ou manquant,phone,Moyenne,"Corriger au format international E.164, par exemple +14155552671, ou enrichir avant prospection.",Téléphone manquant
